Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Raman wavelength,Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),CNT Diameter (nm),Plottable CNT Diameter (nm),Host Conductivity (MSm-1),Bulk Fiber Diameter (microns),Thermal Conductivity (W/(m K)),Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log Host Conductivity ,Log Thermal Conductivity ,Probe separation for Electrical conductivity (microns),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Diameter Regime
Not Reported/ Can not calculate,1.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,332.887950615964,,0.04139268515822508,,,,,,,2.5222980754939943,,2.5222980754939943,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.5,2.1,0.23809523809523805,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8,8,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.3010299956639812,0.3222192947339193,-0.6232492903979006,,,,0.9030899869919435,,,,,0.2,,,8,0.9030899869919435,,sub-micron
0.3,2.1,0.14285714285714282,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,14,14,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.5228787452803376,0.3222192947339193,-0.8450980400142569,,,,1.146128035678238,,,,,0.2,,,14,1.146128035678238,,sub-micron
142,2.8,50.714285714285715,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1,1,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.1522883443830563,0.4471580313422192,1.7051303130408373,,,,0.0,,,,,,,,1,0.0,,sub-micron
53,1.47,36.054421768707485,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2,2,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.724275869600789,0.1673173347481761,1.556958534852613,,,,0.3010299956639812,,,,,,,,2,0.3010299956639812,,sub-micron
200,2.8,71.42857142857143,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1,1,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.3010299956639813,0.4471580313422192,1.853871964321762,,,,0.0,,,,,,,,1,0.0,,sub-micron
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,40--100,70,,Not Reported/ Can not calculate,15,,,,,,,1.845098040014257,,1.1760912590556813,,1.1760912590556813,,,,70,1.845098040014257,,sub-micron
0.812,0.9,0.9022222222222221,514.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.3,1.3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.09044397075882467,-0.045757490560675115,-0.0446864801981496,,,,0.11394335230683679,,,,,,,,1.3,0.11394335230683679,,sub-micron
0.10989010989010987,0.6,0.1831501831501831,514.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.3,1.3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.9590413923210936,-0.2218487496163564,-0.7371926427047373,,,,0.11394335230683679,,,,,,,,1.3,0.11394335230683679,,sub-micron
0.13,0.9,0.14444444444444443,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.09,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.8860566476931632,-0.045757490560675115,-0.8402991571324882,,,,,,,-1.0457574905606752,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.09,0.9,0.09999999999999999,Not Reported/ Can not calculate,30,0.03333333333333333,8,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.0457574905606752,-0.045757490560675115,-1.0,1.4771212547196624,-1.4771212547196624,0.9030899869919435,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.01799364110007275,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.744880946178293,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,10,,,,,,,,,1.0,,1.0,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,4,,,,,,,,,0.6020599913279624,,0.6020599913279624,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not clear what fibers they are referring to,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not clear what fibers they are referring to,Not clear what fibers they are referring to,Not clear what fibers they are referring to,1.6--3.5,2.55,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,,,,,0.4065401804339551,,,,,,,,2.55,0.4065401804339551,,sub-micron
0.35,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,11,Not Reported/ Can not calculate,0.66,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.07,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.4559319556497244,,,1.0413926851582251,,-0.1804560644581313,,,,-1.154901959985743,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.07,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,37,Not Reported/ Can not calculate,0.95,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.154901959985743,,,1.568201724066995,,-0.022276394711152253,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.12,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.037,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.9208187539523752,,,,,,,,,-1.431798275933005,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.037,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.431798275933005,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.096,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.024,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.0177287669604316,,,,,,,,,-1.6197887582883939,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.024,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.6197887582883939,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.49999999999999994,1.11,0.4504504504504504,Not Reported/ Can not calculate,116,0.104,120,1,1,,52.7,21,-0.30102999566398125,0.045322978786657475,-0.3463529744506387,2.0644579892269186,-0.9829666607012196,2.0791812460476247,0.0,1.7218106152125465,1.3222192947339193,,1.3222192947339193,,52700,4.721810615212546,52700,4.721810615212546,,large
0.049999999999999996,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1,1,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.3010299956639813,,,,,,0.0,,,,,,,,1,0.0,,sub-micron
0.15625,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,220,5,-0.8061799739838872,,,,,,,2.342422680822206,0.6989700043360189,,0.6989700043360189,,220000,5.342422680822207,220000,5.342422680822207,,large
0.012345679012345677,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,220,5,-1.9084850188786497,,,,,,,2.342422680822206,0.6989700043360189,,0.6989700043360189,,220000,5.342422680822207,220000,5.342422680822207,,large
0.196078431372549,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,110,Not Reported/ Can not calculate,-0.7075701760979365,,,,,,,2.041392685158225,,,,,110000,5.041392685158225,110000,5.041392685158225,,large
0.018148820326678763,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,110,19,-1.7411515988517852,,,,,,,2.041392685158225,1.2787536009528289,,1.2787536009528289,,110000,5.041392685158225,110000,5.041392685158225,,large
0.3999999999999999,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,60,Not Reported/ Can not calculate,-0.3979400086720377,,,,,,,1.7781512503836436,,,,,60000,4.778151250383644,60000,4.778151250383644,,large
0.038167938931297704,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,60,17,-1.4183012913197455,,,,,,,1.7781512503836436,1.2304489213782739,,1.2304489213782739,,60000,4.778151250383644,60000,4.778151250383644,,large
0.01,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.36,1.36,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-2.0,,,,,,0.13353890837021754,,,,,,,,1.36,0.13353890837021754,,sub-micron
0.0714,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.36,1.36,0.01,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.1463017882238256,,,,,,0.13353890837021754,,,-2.0,,,,,1.36,0.13353890837021754,,sub-micron
0.098,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.36,1.36,0.01,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.0087739243075051,,,,,,0.13353890837021754,,,-2.0,,,,,1.36,0.13353890837021754,,sub-micron
0.3,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.055,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.5228787452803376,,,,,,,,,-1.2596373105057561,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.055,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.2596373105057561,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.09,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.055,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.0457574905606752,,,,,,,,,-1.2596373105057561,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.145,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.055,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.8386319977650252,,,,,,,,,-1.2596373105057561,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.146,Not Reported/ Can not calculate,Not Reported/ Can not calculate,632,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.055,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.835647144215563,,,,,,,,,-1.2596373105057561,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.653,2.1,0.31095238095238087,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,46,46,,Not Reported/ Can not calculate,650,-0.18508681872492605,0.3222192947339193,-0.5073061134588455,,,,1.662757831681574,,2.8129133566428557,,2.8129133566428557,,,,46,1.662757831681574,,sub-micron
0.602,2.1,0.2866666666666666,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,42,42,,Not Reported/ Can not calculate,830,-0.22040350874217546,0.3222192947339193,-0.5426228034760948,,,,1.6232492903979006,,2.9190780923760737,,2.9190780923760737,,,,42,1.6232492903979006,,sub-micron
Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,28.2210708117443,28.2210708117443,,Not Reported/ Can not calculate,489.443378119001,,0.3222192947339193,,,,,1.4505734884689592,,2.68970245713443,,2.68970245713443,,,,28.2210708117443,1.4505734884689592,,sub-micron
Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,16.1312607944732,16.1312607944732,,Not Reported/ Can not calculate,1637.23608445297,,0.3222192947339193,,,,,1.2076683125026564,,3.2141113078679973,,3.2141113078679973,,,,16.1312607944732,1.2076683125026564,,sub-micron
Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,9.82728842832469,9.82728842832469,,Not Reported/ Can not calculate,2067.17850287907,,0.3222192947339193,,,,,0.9924337026676346,,3.315377979998455,,3.315377979998455,,,,9.82728842832469,0.9924337026676346,,sub-micron
